SEASON_ID,Player_ID,Game_ID,GAME_DATE,DAYS,MATCHUP,OPP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,WIN
21993,937,0029300015,1993-11-06,24,CHI vs. MIA,MIA,30,6,14,0.429,0,0,0.0,6,8,0.75,1,1,2,2,0,0,1,3,18,,0,0
21993,937,0029300001,1993-11-05,1,CHI @ CHH,CHH,45,6,16,0.375,0,1,0.0,11,21,0.524,4,12,16,7,2,1,3,3,23,,0,1
21992,937,0029201105,1993-04-25,194,CHI @ NYK,NYK,34,2,16,0.125,0,2,0.0,0,0,0.0,1,3,4,2,2,1,2,2,4,,0,0
21992,937,0029201091,1993-04-23,2,CHI @ CHH,CHH,38,11,15,0.733,0,0,0.0,0,2,0.0,4,2,6,5,1,0,5,5,22,,0,0
21992,937,0029201080,1993-04-22,1,CHI vs. DET,DET,48,11,25,0.44,0,1,0.0,3,4,0.75,5,8,13,8,3,0,1,2,25,,0,1
21992,937,0029201063,1993-04-20,2,CHI vs. PHL,PHL,20,5,8,0.625,0,0,0.0,2,2,1.0,2,6,8,8,2,2,2,0,12,,0,1
21992,937,0029201050,1993-04-18,2,CHI @ CLE,CLE,29,7,13,0.538,2,4,0.5,4,6,0.667,3,2,5,3,1,0,3,3,20,,0,0
21992,937,0029201040,1993-04-16,2,CHI vs. MIL,MIL,35,7,13,0.538,0,1,0.0,0,0,0.0,1,6,7,7,4,2,0,3,14,,0,1
21992,937,0029201021,1993-04-14,2,CHI vs. MIA,MIA,29,4,9,0.444,0,1,0.0,2,2,1.0,0,3,3,5,0,0,3,1,10,,0,1
21992,937,0029201009,1993-04-12,2,CHI @ DET,DET,42,3,11,0.273,0,2,0.0,0,0,0.0,0,8,8,4,2,1,1,2,6,,0,1
21992,937,0029201000,1993-04-10,2,CHI @ IND,IND,44,3,12,0.25,0,1,0.0,1,2,0.5,3,4,7,5,3,2,4,3,7,,0,1
21992,937,0029200988,1993-04-09,1,CHI @ ATL,ATL,37,8,14,0.571,2,3,0.667,0,0,0.0,1,6,7,1,3,1,4,5,18,,0,1
21992,937,0029200965,1993-04-06,3,CHI @ MIL,MIL,40,10,15,0.667,0,1,0.0,2,4,0.5,4,7,11,8,3,0,3,6,22,,0,0
21992,937,0029200961,1993-04-04,2,CHI @ BOS,BOS,45,13,23,0.565,0,0,0.0,2,4,0.5,4,5,9,3,2,1,3,1,28,,0,1
21992,937,0029200944,1993-04-02,2,CHI vs. NJN,NJN,40,4,11,0.364,0,3,0.0,4,6,0.667,2,2,4,8,1,0,1,3,12,,0,1
21992,937,0029200921,1993-03-30,3,CHI vs. PHX,PHX,43,8,19,0.421,0,0,0.0,3,8,0.375,4,3,7,10,2,2,4,4,19,,0,0
21992,937,0029200896,1993-03-26,4,CHI vs. ORL,ORL,33,9,17,0.529,0,0,0.0,2,2,1.0,6,7,13,8,2,0,1,2,20,,0,1
21992,937,0029200879,1993-03-24,2,CHI @ PHL,PHL,39,9,15,0.6,0,1,0.0,0,1,0.0,3,7,10,8,0,1,1,3,18,,0,1
21992,937,0029200876,1993-03-23,1,CHI vs. MIN,MIN,31,6,15,0.4,0,0,0.0,8,9,0.889,0,4,4,3,2,0,2,3,20,,0,1
21992,937,0029200857,1993-03-20,3,CHI @ WAS,WAS,36,5,8,0.625,0,0,0.0,7,10,0.7,0,2,2,3,3,1,1,5,17,,0,1
21992,937,0029200847,1993-03-19,1,CHI vs. WAS,WAS,42,8,22,0.364,0,0,0.0,4,5,0.8,2,8,10,7,2,1,4,0,20,,0,1
21992,937,0029200820,1993-03-15,4,CHI vs. LAC,LAC,45,6,16,0.375,1,3,0.333,2,2,1.0,0,6,6,6,1,0,2,3,15,,0,1
21992,937,0029200812,1993-03-14,1,CHI @ DET,DET,44,6,16,0.375,1,1,1.0,0,0,0.0,3,4,7,6,4,1,5,2,13,,0,0
21992,937,0029200802,1993-03-12,2,CHI vs. CHH,CHH,37,7,17,0.412,1,1,1.0,0,0,0.0,0,8,8,6,1,1,5,0,15,,0,1
21992,937,0029200797,1993-03-11,1,CHI @ MIA,MIA,46,7,11,0.636,1,2,0.5,3,5,0.6,1,5,6,5,2,1,8,4,18,,0,0
21992,937,0029200778,1993-03-09,2,CHI vs. SEA,SEA,38,7,20,0.35,0,2,0.0,0,0,0.0,6,6,12,4,4,2,5,0,14,,0,1
21992,937,0029200755,1993-03-05,4,CHI vs. SAN,SAN,51,18,30,0.6,2,3,0.667,1,4,0.25,3,10,13,10,2,1,3,2,39,,0,0
21992,937,0029200738,1993-03-03,2,CHI vs. DAL,DAL,26,10,13,0.769,0,0,0.0,4,6,0.667,3,1,4,7,1,0,1,2,24,,0,1
21992,937,0029200732,1993-03-02,1,CHI @ NJN,NJN,42,3,11,0.273,0,2,0.0,1,2,0.5,1,8,9,5,1,0,3,2,7,,0,1
21992,937,0029200697,1993-02-25,5,CHI @ ORL,ORL,39,9,15,0.6,0,0,0.0,6,8,0.75,1,4,5,7,0,2,3,3,24,,0,1
21992,937,0029200683,1993-02-23,2,CHI vs. MIL,MIL,40,7,21,0.333,0,2,0.0,1,2,0.5,2,8,10,9,1,0,2,1,15,,0,1
21992,937,0029200662,1993-02-17,6,CHI vs. UTH,UTH,35,7,16,0.438,0,0,0.0,0,2,0.0,2,5,7,7,1,2,2,1,14,,0,1
21992,937,0029200649,1993-02-15,2,CHI vs. SAC,SAC,36,10,19,0.526,0,1,0.0,6,8,0.75,3,2,5,3,7,2,2,2,26,,0,1
21992,937,0029200638,1993-02-13,2,CHI vs. CLE,CLE,40,10,22,0.455,0,1,0.0,5,5,1.0,0,4,4,5,1,0,1,3,25,,0,0
21992,937,0029200628,1993-02-12,1,CHI vs. NYK,NYK,47,13,34,0.382,3,4,0.75,6,7,0.857,5,4,9,3,1,0,5,5,35,,0,0
21992,937,0029200612,1993-02-10,2,CHI @ IND,IND,44,12,19,0.632,0,1,0.0,6,8,0.75,2,6,8,6,3,0,2,4,30,,0,1
21992,937,0029200599,1993-02-07,3,CHI @ POR,POR,42,10,19,0.526,0,2,0.0,3,4,0.75,1,5,6,7,3,0,5,4,23,,0,1
21992,937,0029200577,1993-02-04,3,CHI @ LAC,LAC,52,13,27,0.481,1,4,0.25,1,2,0.5,3,6,9,4,2,0,2,2,28,,0,1
21992,937,0029200573,1993-02-03,1,CHI @ SAC,SAC,36,6,14,0.429,0,0,0.0,2,5,0.4,1,7,8,9,7,3,6,3,14,,0,1
21992,937,0029200558,1993-02-01,2,CHI @ UTH,UTH,37,7,20,0.35,0,1,0.0,3,5,0.6,2,3,5,0,3,0,3,5,17,,0,1
21992,937,0029200545,1993-01-30,2,CHI @ DEN,DEN,45,8,18,0.444,1,1,1.0,2,2,1.0,1,2,3,2,5,0,3,3,19,,0,0
21992,937,0029200531,1993-01-28,2,CHI @ HOU,HOU,38,7,17,0.412,1,2,0.5,2,2,1.0,2,6,8,7,1,0,5,3,17,,0,0
21992,937,0029200520,1993-01-26,2,CHI @ DAL,DAL,32,8,11,0.727,0,0,0.0,3,4,0.75,4,7,11,7,2,1,6,3,19,,0,1
21992,937,0029200509,1993-01-24,2,CHI @ SAN,SAN,41,5,17,0.294,0,2,0.0,3,5,0.6,4,5,9,6,4,0,4,2,13,,0,0
21992,937,0029200488,1993-01-22,2,CHI vs. CHH,CHH,38,10,21,0.476,0,0,0.0,1,2,0.5,5,6,11,5,0,0,0,2,21,,0,0
21992,937,0029200485,1993-01-21,1,CHI @ NJN,NJN,40,8,15,0.533,0,0,0.0,2,4,0.5,3,6,9,8,1,2,4,2,18,,0,1
21992,937,0029200467,1993-01-18,3,CHI vs. BOS,BOS,38,10,21,0.476,0,0,0.0,4,7,0.571,2,7,9,8,2,1,3,1,24,,0,1
21992,937,0029200453,1993-01-16,2,CHI vs. ORL,ORL,44,7,16,0.438,0,2,0.0,3,5,0.6,3,3,6,8,3,0,3,5,17,,0,0
21992,937,0029200446,1993-01-15,1,CHI vs. GOS,GOS,35,7,14,0.5,0,0,0.0,5,7,0.714,0,3,3,8,3,0,3,2,19,,0,1
21992,937,0029200425,1993-01-12,3,CHI @ ORL,ORL,31,5,12,0.417,0,0,0.0,3,4,0.75,1,9,10,10,3,1,1,3,13,,0,1
21992,937,0029200408,1993-01-09,3,CHI @ PHL,PHL,41,12,22,0.545,0,1,0.0,2,4,0.5,6,6,12,3,2,3,4,4,26,,0,0
21992,937,0029200396,1993-01-08,1,CHI vs. MIL,MIL,32,5,9,0.556,0,1,0.0,6,9,0.667,2,4,6,12,3,1,0,0,16,,0,1
21992,937,0029200389,1993-01-06,2,CHI @ CLE,CLE,34,8,13,0.615,0,0,0.0,8,9,0.889,4,5,9,1,2,2,5,5,24,,0,0
21992,937,0029200381,1993-01-05,1,CHI vs. LAL,LAL,39,8,16,0.5,0,1,0.0,1,2,0.5,3,4,7,3,1,0,3,1,17,,0,0
21992,937,0029200361,1993-01-02,3,CHI vs. IND,IND,41,7,16,0.438,0,2,0.0,8,10,0.8,4,4,8,7,1,0,1,3,22,,0,1
21992,937,0029200353,1992-12-30,3,CHI @ MIA,MIA,43,6,12,0.5,1,1,1.0,5,6,0.833,2,3,5,8,1,1,2,1,18,,0,1
21992,937,0029200345,1992-12-29,1,CHI @ CHH,CHH,34,3,11,0.273,0,1,0.0,3,4,0.75,1,7,8,3,1,1,3,2,9,,0,1
21992,937,0029200323,1992-12-26,3,CHI @ IND,IND,41,6,18,0.333,0,1,0.0,4,10,0.4,3,5,8,7,4,0,5,2,16,,0,1
21992,937,0029200318,1992-12-25,1,CHI vs. NYK,NYK,41,6,13,0.462,0,0,0.0,4,7,0.571,3,6,9,5,5,3,5,6,16,,0,1
21992,937,0029200308,1992-12-23,2,CHI vs. WAS,WAS,28,5,9,0.556,0,0,0.0,0,2,0.0,0,3,3,4,3,0,3,5,10,,0,1
21992,937,0029200297,1992-12-21,2,CHI vs. MIA,MIA,43,8,16,0.5,1,1,1.0,5,7,0.714,2,5,7,4,3,3,4,3,22,,0,1
21992,937,0029200291,1992-12-19,2,CHI vs. PHL,PHL,39,7,18,0.389,1,3,0.333,6,7,0.857,4,4,8,9,2,1,2,3,21,,0,0
21992,937,0029200270,1992-12-17,2,CHI @ WAS,WAS,41,11,19,0.579,1,1,1.0,1,2,0.5,4,9,13,6,3,0,2,1,24,,0,1
21992,937,0029200260,1992-12-15,2,CHI vs. CHH,CHH,34,11,17,0.647,0,1,0.0,4,6,0.667,2,7,9,10,1,2,4,1,26,,0,1
21992,937,0029200242,1992-12-12,3,CHI vs. NJN,NJN,41,6,10,0.6,0,1,0.0,3,6,0.5,3,3,6,7,1,2,4,4,15,,0,1
21992,937,0029200237,1992-12-11,1,CHI vs. HOU,HOU,37,8,22,0.364,0,1,0.0,6,8,0.75,6,3,9,8,2,2,3,0,22,,0,0
21992,937,0029200218,1992-12-09,2,CHI vs. CLE,CLE,34,7,15,0.467,0,0,0.0,3,3,1.0,2,1,3,11,2,2,2,1,17,,0,1
21992,937,0029200210,1992-12-08,1,CHI @ ATL,ATL,40,8,12,0.667,0,0,0.0,0,0,0.0,2,4,6,2,3,1,4,6,16,,0,0
21992,937,0029200199,1992-12-05,3,CHI vs. BOS,BOS,42,3,15,0.2,0,2,0.0,3,5,0.6,0,6,6,11,3,4,1,4,9,,0,1
21992,937,0029200188,1992-12-04,1,CHI vs. POR,POR,45,12,18,0.667,0,0,0.0,4,5,0.8,1,10,11,9,0,2,4,4,28,,0,1
21992,937,0029200176,1992-12-02,2,CHI @ BOS,BOS,44,7,21,0.333,0,3,0.0,4,8,0.5,4,2,6,10,3,3,2,1,18,,0,0
21992,937,0029200158,1992-11-28,4,CHI @ NYK,NYK,40,5,13,0.385,0,1,0.0,4,8,0.5,0,7,7,4,2,0,3,1,14,,0,0
21992,937,0029200119,1992-11-24,4,CHI @ GOS,GOS,31,6,12,0.5,0,2,0.0,4,6,0.667,1,7,8,7,3,1,6,5,16,,0,1
21992,937,0029200111,1992-11-22,2,CHI @ PHX,PHX,36,8,9,0.889,0,1,0.0,2,2,1.0,1,3,4,6,1,1,5,4,18,,0,1
21992,937,0029200097,1992-11-20,2,CHI @ LAL,LAL,43,12,28,0.429,0,1,0.0,1,2,0.5,3,3,6,3,1,0,1,5,25,,0,0
21992,937,0029200091,1992-11-19,1,CHI @ SEA,SEA,31,9,15,0.6,0,0,0.0,3,4,0.75,4,5,9,8,1,0,3,1,21,,0,1
21992,937,0029200077,1992-11-17,2,CHI @ MIN,MIN,31,5,12,0.417,0,0,0.0,2,2,1.0,3,2,5,12,3,0,2,0,12,,0,1
21992,937,0029200066,1992-11-14,3,CHI vs. DEN,DEN,27,5,7,0.714,0,0,0.0,3,5,0.6,2,7,9,5,0,1,1,2,13,,0,1
21992,937,0029200054,1992-11-13,1,CHI @ MIL,MIL,44,10,20,0.5,0,2,0.0,2,5,0.4,4,9,13,8,3,1,7,3,22,,0,1
21992,937,0029200040,1992-11-11,2,CHI vs. DET,DET,47,7,23,0.304,0,3,0.0,2,2,1.0,8,4,12,10,2,0,6,5,16,,0,1
21992,937,0029200026,1992-11-09,2,CHI vs. IND,IND,40,7,19,0.368,1,1,1.0,6,8,0.75,4,9,13,7,2,0,0,1,21,,0,1
21992,937,0029200013,1992-11-07,2,CHI vs. ATL,ATL,39,14,21,0.667,0,1,0.0,0,0,0.0,2,6,8,3,2,0,5,4,28,,0,0
21992,937,0029200002,1992-11-06,1,CHI @ CLE,CLE,36,10,23,0.435,1,3,0.333,1,2,0.5,4,6,10,10,0,0,2,4,22,,0,1
21991,937,0029101101,1992-04-19,201,CHI vs. DET,DET,39,6,10,0.6,0,0,0.0,2,3,0.667,2,3,5,2,2,2,2,3,14,,0,1
21991,937,0029101090,1992-04-17,2,CHI @ ATL,ATL,32,9,14,0.643,1,1,1.0,1,2,0.5,1,5,6,6,2,0,5,4,20,,0,1
21991,937,0029101063,1992-04-14,3,CHI @ CLE,CLE,33,11,24,0.458,1,2,0.5,1,2,0.5,6,4,10,7,1,0,3,1,24,,0,0
21991,937,0029101062,1992-04-13,1,CHI vs. ATL,ATL,29,7,10,0.7,0,0,0.0,2,4,0.5,1,7,8,8,5,1,2,3,16,,0,1
21991,937,0029101047,1992-04-11,2,CHI vs. IND,IND,42,9,20,0.45,0,1,0.0,3,6,0.5,2,2,4,6,2,0,4,2,21,,0,1
21991,937,0029101038,1992-04-10,1,CHI @ IND,IND,36,6,9,0.667,0,0,0.0,6,9,0.667,1,5,6,5,1,0,2,4,18,,0,1
21991,937,0029101015,1992-04-07,3,CHI vs. MIL,MIL,36,12,14,0.857,0,0,0.0,2,3,0.667,1,7,8,5,0,0,4,3,26,,0,1
21991,937,0029101006,1992-04-05,2,CHI @ BOS,BOS,43,9,23,0.391,0,1,0.0,4,7,0.571,6,4,10,4,3,3,4,3,22,,0,0
21991,937,0029100989,1992-04-03,2,CHI vs. LAC,LAC,41,9,18,0.5,0,1,0.0,6,8,0.75,5,6,11,7,1,0,2,1,24,,0,1
21991,937,0029100980,1992-04-01,2,CHI vs. CHH,CHH,42,5,14,0.357,0,0,0.0,8,8,1.0,1,9,10,12,1,2,3,4,18,,0,1
21991,937,0029100969,1992-03-31,1,CHI @ NYK,NYK,40,10,23,0.435,1,2,0.5,6,10,0.6,6,12,18,7,3,2,3,4,27,,0,1
21991,937,0029100950,1992-03-28,3,CHI vs. CLE,CLE,35,8,16,0.5,0,0,0.0,1,1,1.0,1,5,6,6,2,3,2,3,17,,0,1
21991,937,0029100924,1992-03-24,4,CHI vs. DEN,DEN,38,5,12,0.417,0,0,0.0,6,7,0.857,1,4,5,13,3,1,3,2,16,,0,1
21991,937,0029100909,1992-03-21,3,CHI vs. ORL,ORL,40,10,14,0.714,0,0,0.0,7,8,0.875,3,5,8,5,1,0,2,4,27,,0,0
21991,937,0029100895,1992-03-19,2,CHI @ WAS,WAS,41,8,18,0.444,0,1,0.0,6,6,1.0,3,7,10,3,1,1,2,3,22,,0,1
21991,937,0029100883,1992-03-17,2,CHI @ NJN,NJN,37,2,12,0.167,0,1,0.0,3,4,0.75,1,9,10,4,1,5,2,3,7,,0,1
21991,937,0029100872,1992-03-16,1,CHI @ MIA,MIA,42,6,17,0.353,0,0,0.0,4,4,1.0,6,7,13,8,3,0,2,2,16,,0,1
21991,937,0029100862,1992-03-14,2,CHI @ ORL,ORL,37,5,14,0.357,0,2,0.0,1,2,0.5,2,5,7,8,1,2,5,2,11,,0,1
21991,937,0029100840,1992-03-11,3,CHI vs. BOS,BOS,30,8,15,0.533,0,0,0.0,8,8,1.0,1,4,5,11,3,2,1,2,24,,0,1
21991,937,0029100820,1992-03-08,3,CHI @ PHL,PHL,41,4,11,0.364,0,1,0.0,7,8,0.875,0,1,1,5,2,0,3,3,15,,0,1
21991,937,0029100805,1992-03-06,2,CHI vs. MIA,MIA,31,8,14,0.571,0,1,0.0,5,8,0.625,4,7,11,6,2,1,3,2,21,,0,1
21991,937,0029100799,1992-03-05,1,CHI @ MIN,MIN,43,9,21,0.429,0,0,0.0,3,4,0.75,1,6,7,8,3,4,3,1,21,,0,1
21991,937,0029100785,1992-03-03,2,CHI vs. IND,IND,45,8,15,0.533,0,1,0.0,6,8,0.75,1,5,6,9,1,1,6,3,22,,0,0
21991,937,0029100776,1992-03-01,2,CHI vs. POR,POR,37,9,17,0.529,1,1,1.0,1,3,0.333,3,5,8,10,2,0,0,2,20,,0,1
21991,937,0029100755,1992-02-28,2,CHI @ MIL,MIL,42,17,24,0.708,0,1,0.0,7,7,1.0,0,4,4,3,2,1,5,5,41,,0,1
21991,937,0029100747,1992-02-26,2,CHI vs. WAS,WAS,29,9,13,0.692,0,0,0.0,6,6,1.0,2,7,9,2,2,0,3,2,24,,0,1
21991,937,0029100739,1992-02-25,1,CHI @ DET,DET,46,12,28,0.429,0,0,0.0,9,10,0.9,2,5,7,9,1,0,1,1,33,,0,0
21991,937,0029100718,1992-02-22,3,CHI vs. MIN,MIN,36,4,10,0.4,0,0,0.0,1,1,1.0,1,6,7,6,3,0,2,3,9,,0,1
21991,937,0029100715,1992-02-21,1,CHI @ ATL,ATL,38,9,15,0.6,0,2,0.0,1,3,0.333,1,6,7,8,1,0,6,2,19,,0,1
21991,937,0029100693,1992-02-19,2,CHI @ ORL,ORL,35,10,14,0.714,0,1,0.0,1,2,0.5,3,3,6,8,2,3,3,3,21,,0,1
21991,937,0029100680,1992-02-17,2,CHI vs. CLE,CLE,38,12,21,0.571,0,1,0.0,0,0,0.0,3,6,9,7,1,2,2,5,24,,0,0
21991,937,0029100669,1992-02-15,2,CHI vs. NYK,NYK,40,5,13,0.385,0,2,0.0,9,11,0.818,2,3,5,8,3,1,5,1,19,,0,1
21991,937,0029100652,1992-02-13,2,CHI @ NYK,NYK,39,6,14,0.429,0,0,0.0,1,2,0.5,1,6,7,13,1,3,3,2,13,,0,1
21991,937,0029100637,1992-02-11,2,CHI vs. NJN,NJN,32,9,14,0.643,0,0,0.0,5,5,1.0,2,6,8,8,4,0,3,1,23,,0,1
21991,937,0029100618,1992-02-05,6,CHI @ PHX,PHX,44,9,15,0.6,1,1,1.0,7,11,0.636,0,5,5,12,2,3,4,5,26,,0,0
21991,937,0029100608,1992-02-03,2,CHI @ UTH,UTH,53,10,23,0.435,0,0,0.0,6,9,0.667,5,8,13,5,2,1,4,6,26,,0,0
21991,937,0029100597,1992-02-02,1,CHI @ LAL,LAL,39,9,19,0.474,0,2,0.0,7,10,0.7,2,8,10,7,1,1,1,4,25,,0,1
21991,937,0029100587,1992-01-31,2,CHI @ DAL,DAL,38,9,16,0.563,0,2,0.0,2,3,0.667,1,5,6,8,2,1,1,4,20,,0,1
21991,937,0029100579,1992-01-30,1,CHI @ HOU,HOU,34,7,19,0.368,0,1,0.0,4,8,0.5,2,4,6,5,0,0,1,5,18,,0,0
21991,937,0029100560,1992-01-28,2,CHI @ SAN,SAN,41,9,16,0.563,0,1,0.0,3,3,1.0,4,6,10,5,2,1,3,5,21,,0,0
21991,937,0029100549,1992-01-25,3,CHI vs. HOU,HOU,40,7,15,0.467,1,2,0.5,1,2,0.5,5,4,9,11,2,2,2,4,16,,0,1
21991,937,0029100545,1992-01-24,1,CHI vs. DET,DET,30,12,17,0.706,0,2,0.0,5,5,1.0,2,4,6,8,3,2,2,2,29,,0,1
21991,937,0029100525,1992-01-22,2,CHI @ CHH,CHH,38,7,16,0.438,0,2,0.0,8,10,0.8,3,6,9,8,0,1,6,5,22,,0,1
21991,937,0029100524,1992-01-21,1,CHI vs. PHX,PHX,43,11,18,0.611,0,0,0.0,0,0,0.0,1,6,7,8,1,1,4,1,22,,0,1
21991,937,0029100511,1992-01-19,2,CHI @ DET,DET,39,8,16,0.5,0,1,0.0,1,1,1.0,1,4,5,6,1,1,2,3,17,,0,1
21991,937,0029100492,1992-01-17,2,CHI vs. SAN,SAN,40,7,14,0.5,0,0,0.0,3,4,0.75,2,4,6,6,2,3,2,4,17,,0,1
21991,937,0029100488,1992-01-16,1,CHI @ CLE,CLE,40,10,18,0.556,0,1,0.0,3,6,0.5,1,6,7,6,1,3,3,4,23,,0,1
21991,937,0029100469,1992-01-14,2,CHI vs. PHL,PHL,34,9,19,0.474,0,0,0.0,0,0,0.0,4,7,11,7,1,1,5,3,18,,0,1
21991,937,0029100459,1992-01-11,3,CHI vs. MIA,MIA,43,7,19,0.368,1,2,0.5,0,0,0.0,5,7,12,8,0,2,4,3,15,,0,1
21991,937,0029100447,1992-01-10,1,CHI vs. UTH,UTH,36,7,16,0.438,0,0,0.0,1,2,0.5,3,2,5,6,2,1,4,4,15,,0,1
21991,937,0029100430,1992-01-08,2,CHI @ MIA,MIA,41,10,19,0.526,2,2,1.0,2,3,0.667,3,5,8,8,3,1,2,2,24,,0,1
21991,937,0029100428,1992-01-07,1,CHI vs. WAS,WAS,39,7,17,0.412,0,0,0.0,3,5,0.6,2,5,7,7,0,0,3,4,17,,0,1
21991,937,0029100409,1992-01-04,3,CHI vs. NJN,NJN,35,8,15,0.533,0,0,0.0,5,7,0.714,3,3,6,9,2,0,1,1,21,,0,1
21991,937,0029100399,1992-01-03,1,CHI @ MIL,MIL,43,8,13,0.615,1,1,1.0,1,1,1.0,1,3,4,8,1,3,6,3,18,,0,0
21991,937,0029100381,1991-12-30,4,CHI @ IND,IND,40,8,12,0.667,0,0,0.0,10,11,0.909,1,6,7,6,3,1,7,5,26,,0,1
21991,937,0029100377,1991-12-28,2,CHI vs. SAC,SAC,44,11,20,0.55,0,0,0.0,5,7,0.714,4,8,12,9,5,3,5,1,27,,0,1
21991,937,0029100353,1991-12-26,2,CHI @ ATL,ATL,38,7,12,0.583,0,1,0.0,9,11,0.818,1,9,10,7,5,1,3,4,23,,0,1
21991,937,0029100351,1991-12-25,1,CHI vs. BOS,BOS,34,9,18,0.5,0,1,0.0,9,10,0.9,0,4,4,8,4,0,2,1,27,,0,1
21991,937,0029100335,1991-12-21,4,CHI vs. ATL,ATL,41,17,26,0.654,1,1,1.0,2,2,1.0,4,2,6,6,3,3,3,5,37,,0,1
21991,937,0029100328,1991-12-20,1,CHI @ NJN,NJN,34,9,16,0.563,0,0,0.0,3,6,0.5,0,7,7,5,3,1,4,3,21,,0,1
21991,937,0029100302,1991-12-17,3,CHI vs. LAL,LAL,41,9,24,0.375,0,2,0.0,1,2,0.5,2,7,9,8,0,0,3,4,19,,0,0
21991,937,0029100287,1991-12-14,3,CHI @ WAS,WAS,30,6,13,0.462,0,0,0.0,8,11,0.727,3,3,6,3,0,1,4,2,20,,0,1
21991,937,0029100277,1991-12-13,1,CHI vs. NYK,NYK,39,8,18,0.444,1,1,1.0,4,6,0.667,2,5,7,5,2,3,5,1,21,,0,1
21991,937,0029100253,1991-12-10,3,CHI vs. SEA,SEA,40,9,18,0.5,1,3,0.333,4,4,1.0,2,4,6,8,2,0,2,3,23,,0,1
21991,937,0029100246,1991-12-07,3,CHI @ PHL,PHL,38,7,19,0.368,0,1,0.0,3,3,1.0,3,4,7,8,1,0,1,2,17,,0,0
21991,937,0029100236,1991-12-06,1,CHI vs. CHH,CHH,28,4,10,0.4,0,1,0.0,0,1,0.0,4,2,6,4,0,1,2,2,8,,0,1
21991,937,0029100223,1991-12-04,2,CHI vs. CLE,CLE,43,10,24,0.417,0,0,0.0,8,8,1.0,5,10,15,10,1,2,1,3,28,,0,1
21991,937,0029100200,1991-11-30,4,CHI @ SAC,SAC,36,11,16,0.688,0,1,0.0,3,4,0.75,2,4,6,7,1,2,4,4,25,,0,1
21991,937,0029100185,1991-11-29,1,CHI @ POR,POR,51,12,23,0.522,0,3,0.0,4,7,0.571,3,8,11,8,3,1,5,5,28,,0,1
21991,937,0029100173,1991-11-26,3,CHI @ LAC,LAC,35,8,12,0.667,0,0,0.0,4,5,0.8,2,7,9,8,2,0,0,0,20,,0,1
21991,937,0029100159,1991-11-23,3,CHI @ DEN,DEN,39,6,15,0.4,0,1,0.0,4,5,0.8,2,5,7,5,2,0,2,2,16,,0,1
21991,937,0029100143,1991-11-22,1,CHI @ SEA,SEA,47,11,23,0.478,1,4,0.25,2,3,0.667,1,5,6,5,3,0,3,6,25,,0,1
21991,937,0029100132,1991-11-20,2,CHI @ GOS,GOS,41,11,21,0.524,0,3,0.0,4,8,0.5,1,7,8,6,0,1,4,3,26,,0,1
21991,937,0029100103,1991-11-15,5,CHI vs. MIL,MIL,33,10,12,0.833,0,1,0.0,3,5,0.6,1,4,5,6,5,0,2,3,23,,0,1
21991,937,0029100089,1991-11-13,2,CHI @ CHH,CHH,39,5,14,0.357,0,1,0.0,0,0,0.0,0,8,8,9,3,3,7,2,10,,0,1
21991,937,0029100082,1991-11-12,1,CHI vs. DET,DET,36,6,15,0.4,1,3,0.333,3,4,0.75,0,3,3,9,1,1,0,3,16,,0,1
21991,937,0029100068,1991-11-09,3,CHI vs. ORL,ORL,35,6,12,0.5,0,1,0.0,4,4,1.0,5,2,7,3,3,0,5,4,16,,0,1
21991,937,0029100056,1991-11-08,1,CHI vs. DAL,DAL,44,8,16,0.5,0,0,0.0,7,9,0.778,4,6,10,8,1,0,2,3,23,,0,1
21991,937,0029100044,1991-11-06,2,CHI @ BOS,BOS,37,5,14,0.357,1,2,0.5,8,8,1.0,1,6,7,8,2,0,4,4,19,,0,1
21991,937,0029100027,1991-11-05,1,CHI vs. GOS,GOS,45,10,22,0.455,0,3,0.0,6,9,0.667,2,9,11,7,1,1,2,2,26,,0,0
21991,937,0029100014,1991-11-02,3,CHI @ MIL,MIL,44,8,18,0.444,0,1,0.0,6,6,1.0,3,5,8,5,1,0,4,1,22,,0,0
21991,937,0029100004,1991-11-01,1,CHI vs. PHL,PHL,37,9,15,0.6,0,2,0.0,5,5,1.0,1,7,8,6,4,0,6,3,23,,0,1
21990,937,0029001103,1991-04-21,194,CHI vs. DET,DET,44,9,17,0.529,0,2,0.0,10,11,0.909,1,4,5,5,3,2,2,4,28,,0,1
21990,937,0029001087,1991-04-19,2,CHI @ CHH,CHH,36,8,12,0.667,0,1,0.0,6,8,0.75,1,5,6,8,3,0,2,3,22,,0,1
21990,937,0029001072,1991-04-17,2,CHI @ MIA,MIA,40,10,17,0.588,1,1,1.0,0,0,0.0,4,7,11,9,6,0,3,4,21,,0,1
21990,937,0029001056,1991-04-15,2,CHI vs. MIL,MIL,40,2,6,0.333,0,0,0.0,2,4,0.5,2,2,4,6,1,1,6,3,6,,0,1
21990,937,0029001038,1991-04-12,3,CHI @ DET,DET,40,5,14,0.357,1,4,0.25,2,3,0.667,1,10,11,5,1,0,4,5,13,,0,0
